trp_player|Joueur
trp_player_pl|Joueur
trp_multiplayer_profile_troop_male|Profil multijoueur masculin
trp_multiplayer_profile_troop_male_pl|Profil multijoueur masculin
trp_multiplayer_profile_troop_female|Profil multijoueur féminin
trp_multiplayer_profile_troop_female_pl|Profil multijoueur féminin
trp_temp_troop|Temp Troop
trp_temp_troop_pl|Temp Troop
trp_british_infantry_ai|Infanterie de ligne britannique
trp_british_infantry_ai_pl|Infanterie de ligne 
trp_british_infantry2_ai|Infanterie de ligne germanique
trp_british_infantry2_ai_pl|Infanterie de ligne germanique
trp_british_highlander_ai|Infanterie Highland
trp_british_highlander_ai_pl|Infanterie Highland
trp_brit_canadian_infantry_ai|Infanterie coloniale canadienne
trp_brit_canadian_infantry_ai_pl|Infanterie coloniale canadienne
trp_british_infantry14_ai|Infanterie de ligne britannique
trp_british_infantry14_ai_pl|Infanterie de ligne britannique
trp_british_highlander78_ai|Infanterie Highland
trp_british_highlander78_ai_pl|Infanterie Highland
trp_british_foot_guard_ai|Garde à pied britannique
trp_british_foot_guard_ai_pl|Gardes à pied britannique
trp_brit_indian_ai|Infanterie indienne
trp_brit_indian_ai_pl|Infanterie indienne
trp_british_light_infantry_ai|Infanterie de ligne britannique
trp_british_light_infantry_ai_pl|Infanterie légère
trp_british_rifle_ai|Chasseurs à pied
trp_british_rifle_ai_pl|Chasseurs à pied
trp_british_hussar_ai|Hussards britanniques
trp_british_hussar_ai_pl|Hussards
trp_brit_canadian_horsemen_ai|Cavalerie légère coloniale canadienne
trp_brit_canadian_horsemen_ai_pl|Cavalerie légère coloniale canadienne
trp_british_light_dragoon_ai|Dragon léger britannique
trp_british_light_dragoon_ai_pl|Dragons légers
trp_british_dragoon_ai|Dragon britannique
trp_british_dragoon_ai_pl|Dragons lourds
trp_british_horseguard_ai|Garde à cheval britannique
trp_british_horseguard_ai_pl|Gardes à cheval
trp_british_ship_ai|Equipage britannique
trp_british_ship_ai_pl|Equipage
trp_british_ship_marine_ai|Infanterie de marine
trp_british_ship_marine_ai_pl|Infanterie de marine
trp_british_arty_ai|Artilleur britannique
trp_british_arty_ai_pl|Artillerie (Canon)
trp_british_arty_alt_ai|Artilleur britannique
trp_british_arty_alt_ai_pl|Artillerie (Obusier)
trp_british_rocket_ai|Roquettes britannique
trp_british_rocket_ai_pl|Roquettes d'artillerie
trp_brit_horseart_ai|Artillerie à cheval britannique
trp_brit_horseart_ai_pl|Artillerie à cheval
trp_french_infantry_ai|Infanterie de ligne française
trp_french_infantry_ai_pl|Infanterie de ligne
trp_french_infantry2_ai|Grenadier français
trp_french_infantry2_ai_pl|Grenadiers
trp_french_infantry_vistula_ai|Infanterie de ligne polonaise
trp_french_infantry_vistula_ai_pl|Infanterie de ligne polonaise
trp_french_infantry_swiss_ai|Infanterie de ligne suisse
trp_french_infantry_swiss_ai_pl|Infanterie de ligne suisse
trp_french_infantry_1er_ai|Infanterie de ligne française
trp_french_infantry_1er_ai_pl|Infanterie de ligne française
trp_french_infantry3_ai|Infanterie de ligne française
trp_french_infantry3_ai_pl|Infanterie de ligne française
trp_french_infantry14_ai|Infanterie de ligne française
trp_french_infantry14_ai_pl|Infanterie de ligne française
trp_french_infantry65_ai|Infanterie de ligne française
trp_french_infantry65_ai_pl|Infanterie de ligne française
trp_french_old_guard_ai|Grenadier de la garde française
trp_french_old_guard_ai_pl|Grenadiers de la garde
trp_french_guard_marines_ai|Marin de la Garde
trp_french_guard_marines_ai_pl|Marins de la Garde
trp_french_gendarme_ai|Gendarme impérial
trp_french_gendarme_ai_pl|Gendarmerie impériale
trp_french_voltigeur_ai|Voltigeur français
trp_french_voltigeur_ai_pl|Voltigeurs
trp_french_guard_light_ai|Voltigeur français
trp_french_guard_light_ai_pl|Voltigeurs
trp_french_corses_ai|Chasseur corse
trp_french_corses_ai_pl|Chasseurs corses
trp_french_foot_dragoon_ai|Dragon français à pied
trp_french_foot_dragoon_ai_pl|Dragons français à pied
trp_french_hussar_ai|Hussard français
trp_french_hussar_ai_pl|Hussards
trp_french_hussar5_ai|Hussard français
trp_french_hussar5_ai_pl|Hussards
trp_french_lancer_ai|Lancier polonais
trp_french_lancer_ai_pl|Lanciers polonais
